access_num,gid,koid,cogid,hprd_nid,nhit_ref,nevalue,nscore,hprd_aid,ahit_ref,aevalue,ascore,degid,organismid
CEG0002,16079915,K01890,COG0072,8617,NM_001142554,0.73,100,09947_1,NP_005678.3,5.00E-102,24.73,DEG10010203,2
CEG0011,16079916,K01889,COG0016J,18594,NM_001024455,0.079,100,09946_1,NP_006558.1,2.00E-83,29.14,DEG10010204,2
CEG0046,16079937,K02887,COG0292J,18442,NM_001013698,0.41,100,14746_1,NP_060441.2,4.00E-35,38.61,DEG10010205,2
CEG0092,16079938,K02916,COG0291J,4985,NM_004573.2,0.22,100,02527_1,NP_006193.1,5.6,35.14,DEG10010206,2
CEG0015,16079939,K02520,COG0290J,2702,NM_012251.1,0.15,100,17609_1,NP_690876.3,8.00E-54,23.12,DEG10010207,2
CEG0607,16079950,K11144,COG1484L,19270,NM_005640.1,0.28,100,03887_1,NP_002524.2,1.40E-01,28.28,DEG10010208,2
CEG0405,16079951,K03346,COG3611L,9436,NM_001100117,1.7,100,19414_1,NP_056073.1,5.60E-02,29.76,DEG10010209,2
CEG0146,16079958,K00859,COG0237H,19383,NM_001098638,0.7,100,13080_5,NP_001035997.2,8.00E-77,33.33,DEG10010210,2
CEG0233,16079971,K00850,COG0205G,15431,NM_001040428,1.1,100,01384_1,NP_002618.1,2.00E-132,42.12,DEG10010211,2
CEG0077,16079972,K01962,COG0825I,10564,NM_148674.3,0.074,100,07044_1,NP_001084.3,1.00E-57,18.09,DEG10010212,2
CEG1887,16079973,---,COG0777I,8572,NM_024830.3,0.24,100,01982_1,NP_000523.2,3.00E-65,29.05,DEG10010213,2
CEG0012,16079975,K02337,COG0587L,6112,NM_017662.4,0.26,100,01787_2,NP_596869.3,1.40E-02,27.41,DEG10010214,2
CEG0097,16080018,K02986,COG0522J,4837,NM_014251.2,0.045,100,04696_1,NP_001004.2,5.00E-15,43.48,DEG10010215,2
CEG0037,16080019,K01866,COG0162J,17488,NM_032898.3,0.38,100,13025_2,NP_001035526.1,0,38.32,DEG10010216,2
CEG0075,16080031,K01924,COG0773M,4047,NM_033306.2,0.39,100,13876_2,NP_065988.1,2.1,26.83,DEG10010217,2
CEG0113,16080084,K01869,COG0495J,17883,NM_002702.3,0.19,100,05178_1,NP_056155.1,0,33.49,DEG10010218,2
CEG0005,16080107,K00789,COG0192H,2013,NM_000429.2,0.092,90.63,02013_1,NP_000420.1,0,59.02,DEG10010219,2
CEG0733,16080130,K02549,COG4948MR,9377,NM_015458.3,0.34,95.65,09590_3,NP_001119595.1,3.00E-90,23.73,DEG10010220,2
CEG0395,16080131,K01911,COG0318IQ,3146,NM_000855.1,0.44,100,07033_1,NP_005613.2,2.00E-151,25.24,DEG10010221,2
CEG0520,16080132,K01661,COG0447H,15482,NM_019038.2,0.96,100,16702_2,NP_001003894.1,3.00E-78,23.13,DEG10010222,2
CEG0545,16080134,K02551,COG1165H,15356,NM_024698.4,2.1,100,16152_1,NP_006835.2,3.00E-03,28.57,DEG10010223,2
CEG1405,161511068,K05565,COG1757C,15460,NM_198992.2,0.73,100,02467_1,AAK17854.1,6.00E-109,31.38,DEG10010224,2
CEG1406,16080213,K05566,COG2111P,9152,NM_003774.3,0.5,95.45,05324_1,NP_005499.1,5.2,35.94,DEG10010225,2
CEG1900,16080214,---,COG1006P,8963,NM_001040404,0.39,100,13052_1,NP_064629.2,4.8,27.69,DEG10010226,2
CEG1863,50812286,---,COG0651CP,12294,NM_021815.2,0.45,100,08954_1,NP_776059.1,3.00E-94,22.35,DEG10010227,2
CEG1976,16080216,---,COG2212P,2677,NM_001130113,0.32,100,10622_1,NP_525023.2,2.30E-01,34.09,DEG10010228,2
CEG0382,16080226,K00763,COG1488H,13734,NM_213608.1,0.44,100,15161_1,NP_660202.3,0,32.88,DEG10010229,2
CEG1846,16080264,---,COG0492O,1350,NM_001110213,0.076,100,00704_1,NP_000628.2,1.00E-78,23.36,DEG10010230,2
CEG0283,16080270,K01778,COG0253E,14840,NM_020645.2,4,100,07443_2,NP_680479.1,4.50E-01,36.36,DEG10010231,2
CEG0435,16080319,K09014,---,13525,NM_198499.1,0.11,100,03283_1,NP_036466.2,1.70E-01,30.77,DEG10010232,2
CEG0221,16080320,K04488,COG0822C,16965,NM_207468.2,0.51,95.45,14828_1,NP_998760.1,2.00E-33,39.77,DEG10010233,2
CEG0308,16080321,K11717,COG0520E,10855,NM_018069.2,0.37,100,04597_1,NP_066923.3,3.00E-131,26.1,DEG10010234,2
CEG0436,16080322,K09015,---,16455,NM_001145318,1.6,95.45,05261_1,NP_057332.1,8.50E-01,28.99,DEG10010235,2
CEG0357,16080323,K09013,COG0396O,2346,NM_033085.2,0.23,100,01371_2,NP_000434.1,6.00E-66,25.1,DEG10010236,2
CEG0069,16080443,K01689,COG0148G,2620,NM_004036.3,0.39,100,00573_1,NP_001966.1,0,52.08,DEG10010237,2
CEG0205,16080444,K01834,COG0696G,10858,NM_017639.3,0.46,100,13183_1,NP_937793.1,3.40E-02,25.77,DEG10010238,2
CEG0150,16080445,K01803,COG0149G,13451,NM_198485.3,0.23,95.65,01833_1,NP_000356.1,2.00E-108,41.9,DEG10010239,2
CEG0064,16080446,K00927,COG0126G,15473,NM_153356.1,1.4,100,01393_1,NP_620061.2,1.00E-180,47.22,DEG10010240,2
CEG0229,16080532,K00384,COG0492O,10147,NM_024989.3,1.1,100,08085_1,NP_653305.1,2.00E-77,23.65,DEG10010241,2
CEG0182,16080582,K02836,COG1186J,4933,NM_003458.3,0.33,100,17613_1,NP_061914.3,2.00E-117,40.27,DEG10010242,2
CEG0054,16080583,K03070,COG0653U,15095,NM_207421.3,0.77,100,04555_1,NP_003578.2,2.00E-03,33.75,DEG10010243,2
CEG0867,16080606,K13685,COG0472M,1275,NM_005252.3,1.3,100,01879_1,NP_001373.2,2.00E-52,29.65,DEG10010244,2
CEG1114,16080619,K01791,COG0381M,6796,NM_005990.3,1.4,95.45,04825_1,NP_005467.1,1.00E-76,22.63,DEG10010245,2
CEG0848,16080623,K09693,COG1134GM,8258,NM_001134468,0.008,100,06826_3,NP_064421.1,2.00E-78,19.67,DEG10010246,2
CEG0847,16080624,K09692,COG1682GM,18703,NM_032521.2,0.25,100,07213_1,NP_001185.3,8.80E-01,39.29,DEG10010247,2
CEG0851,16080625,K09809,COG1887M,19072,NM_001129887,0.68,100,06681_1,NP_001793.1,4.00E-01,22.34,DEG10010248,2
CEG0661,16080627,K00980,COG0615MI,19615,NM_017552.1,0.11,100,04059_1,NP_002852.1,3.00E-46,29.37,DEG10010249,2
CEG0800,16080628,K05946,COG1922M,6777,NM_001033049,0.91,100,12919_1,NP_620166.3,6.4,39.58,DEG10010250,2
CEG0470,16080629,---,COG1887M,12879,NM_020381.3,1.4,95.45,08341_1,NP_055880.2,1.2,32.65,DEG10010251,2
CEG0106,16080729,K00790,COG0766M,18685,NM_001015882,1.6,95.45,16131_1,NP_001007237.1,8.00E-01,37.84,DEG10010252,2
CEG0169,16080743,K00600,COG0112E,18266,NM_001129998,1.5,100,01643_1,NP_004160.3,0,45.06,DEG10010253,2
CEG0257,16080748,K07566,COG0009J,8346,NM_001135776,0.079,100,18313_1,NP_078916.3,2.00E-63,32.63,DEG10010254,2
CEG0017,16080754,K02835,COG0216J,13404,NM_207388.1,0.081,100,06855_1,NP_004285.2,3.00E-136,34.96,DEG10010255,2
CEG0183,16080760,K02909,COG0254J,7358,NM_181483.3,0.88,100,01031_1,NP_005553.2,1.3,33.33,DEG10010256,2
CEG0112,16080765,K01624,COG0191G,18358,NM_001082480,1,100,00155_2,NP_942127.1,7.90E-01,27.36,DEG10010257,2
CEG0116,16080768,K01937,COG0504F,6997,NM_001114636,0.12,100,00465_1,NP_001896.2,0,45.39,DEG10010258,2
CEG0152,16080786,K01887,COG0018J,3650,NM_000428.2,0.5,95.65,00142_1,NP_002878.2,0,24.51,DEG10010259,2
CEG1886,16080863,---,COG0772D,17507,NM_001040107,0.36,100,14987_1,NP_001004725.1,5,28.57,DEG10010260,2
CEG0732,16080900,K02548,COG1575H,17200,NM_014974.2,4.4,100,15487_1,NP_037451.1,4.00E-79,26.56,DEG10010261,2
CEG0839,16081092,K07652,COG5002T,19533,NM_198475.2,0.56,100,03955_1,NP_002602.2,1.00E-53,22.37,DEG10010262,2
CEG0598,16081093,K07668,COG0745TK,9271,NM_145693.1,0.83,100,16888_1,NP_061178.1,8.30E-02,28.45,DEG10010263,2
CEG1817,16081096,---,COG0305L,17200,NM_014974.2,1.6,100,19297_1,NP_597732.1,4.80E-01,32.18,DEG10010264,2
CEG0331,16081102,K02939,COG0359J,4055,NM_020216.3,0.13,100,06066_1,NP_065871.2,2.80E-02,28.16,DEG10010265,2
CEG0111,16081107,K01507,COG1227C,19072,NM_001129887,0.28,100,16280_1,NP_060854.2,5.90E-01,24.51,DEG10010266,2
CEG0130,50812313,K02963,COG0238J,17231,NM_052919.1,1.1,100,14781_1,NP_054765.1,8.00E-22,35.71,DEG10010267,2
CEG0056,16081142,K03111,COG0629L,5698,NM_001142770,0.15,100,02703_1,NP_003134.1,2.00E-39,31.86,DEG10010268,2
CEG0131,16081143,K02990,COG0360J,11137,NM_020748.2,5.1,100,11374_1,NP_115865.1,1.10E-01,24.51,DEG10010269,2
CEG0100,16081157,K03536,COG0594J,17310,NM_053043.2,0.4,100,17950_1,NP_055965.1,1.2,27.78,DEG10010270,2
CEG0127,16081158,K02914,COG0230J,18712,NM_014760.3,2.2,100,14754_1,NP_076426.1,7.00E-03,48.72,DEG10010271,2
CEG0079,15925706,K02313,COG0593L,3119,NM_003263.3,0.1,100,10180_1,NP_056176.2,9.00E-02,24.43,DEG10020001,13
CEG0773,15925709,K03629,COG1195L,6960,NM_017420.3,1.3,95.45,10241_1,NP_055925.2,2.00E-01,21.82,DEG10020002,13
CEG0013,15925710,K02470,COG0187L,15287,NM_033411.3,2.3,100,00536_1,NP_001058.2,0,25.51,DEG10020003,13
CEG0121,15925711,K02469,COG0188L,2501,NM_005502.2,0.052,100,00537_1,NP_001059.2,1.00E-146,23.7,DEG10020004,13
CEG0009,15925714,K01875,COG0172J,9436,NM_001100117,1.5,100,15295_1,NP_060297.1,2.00E-169,31.29,DEG10020005,13
CEG0331,15925720,K02939,COG0359J,7041,NM_006226.3,0.13,95.65,08782_1,NP_694941.2,6.20E-01,25.68,DEG10020006,13
CEG0080,15925721,K02314,COG0305L,1246,NM_001037738,0.007,100,05002_1,NP_004489.1,1.30E-01,26.8,DEG10020007,13
CEG1920,15925727,---,COG1235R,18322,NM_021269.2,0.061,100,10461_1,NP_060644.4,1.6,30.16,DEG10020008,13
CEG1778,15925793,---,COG0042J,1387,NM_001003683,0.3,100,17885_1,NP_071439.3,3.00E-102,23.48,DEG10020009,13
CEG0697,15925843,K01839,COG1015G,1787,NM_133437.2,0.35,100,04323_1,NP_003255.2,5.8,46.15,DEG10020010,13
CEG1011,15925889,K00819,COG4992E,16325,NM_052917.2,1.4,100,02021_1,NP_000265.1,3.00E-149,45.04,DEG10020011,13
CEG0901,15925891,---,COG1335Q,13793,NM_001130963,0.15,100,01353_1,NP_002845.1,1.6,33.33,DEG10020012,13
CEG0537,15925909,K02032,COG1123R,13211,NM_018457.3,1.9,100,01153_3,NP_063957.1,1.00E-88,18.71,DEG10020013,13
CEG1645,15925917,K10112,COG3839G,17160,NM_001077397,0.33,100,09789_2,NP_758424.1,2.00E-100,22.31,DEG10020014,13
CEG0920,15925941,---,COG3189S,6244,NM_022138.2,0.026,100,17214_1,NP_065928.2,3.20E-01,27.78,DEG10020015,13
CEG1934,15925985,---,COG1511S,16832,NM_182909.2,0.23,92.86,01125_2,NP_001073291.1,2.00E-137,21.84,DEG10020016,13
CEG0408,15926061,K03497,COG1475K,6733,NM_032796.2,0.25,100,00894_1,NP_004960.2,3.60E-01,21.6,DEG10020017,13
CEG0430,15926064,K06942,COG0012J,503,NM_001134709,0.083,100,15194_1,NP_037473.3,5.00E-167,43.75,DEG10020018,13
CEG0131,15926066,K02990,COG0360J,11960,NM_004549.4,1.3,100,03968_2,NP_001129120.1,2.1,29.73,DEG10020019,13
CEG0056,15926067,K03111,COG0629L,10128,NM_005014.2,2.3,100,02703_1,NP_003134.1,1.00E-44,26.27,DEG10020020,13
CEG0130,15926068,K02963,COG0238J,14979,NM_001004715,1.1,100,14781_1,NP_054765.1,1.00E-23,32,DEG10020021,13
CEG1273,15926090,K03458,COG2233F,18104,NM_001010874,0.38,100,04811_2,NP_976072.1,9.00E-114,23.06,DEG10020022,13
CEG0267,15926091,K00088,COG0516F,17464,NM_001006618,0.44,95.65,00895_1,NP_000875.2,0,40.46,DEG10020023,13
CEG0244,15926092,K01951,COG0518F,2051,NM_004344.1,0.47,100,10927_1,NP_003866.1,0,37.09,DEG10020024,13
CEG0713,15926141,K02073,COG1464P,5272,NM_001113178,0.064,100,10564_1,NP_683515.3,1.8,41.67,DEG10020025,13
CEG0119,15926155,K02343,COG2812L,1350,NM_001110213,0.13,100,02677_4,NP_001123585.1,6.00E-104,25,DEG10020026,13
CEG0439,15926156,K09747,COG0718S,10381,NM_014495.2,1.4,100,11062_1,NP_056076.1,1.00E-02,50,DEG10020027,13
CEG0108,15926159,K00943,COG0125F,2765,NM_004956.4,0.18,100,12274_1,NP_060107.3,4.20E-01,33.9,DEG10020028,13
CEG0597,15926165,K07461,COG2827L,14578,NM_152358.2,1.1,100,18681_2,NP_001015000.1,9.00E-01,33.33,DEG10020029,13
CEG0594,15926166,K07056,COG0313R,5460,NM_003566.3,0.25,100,09285_1,NP_055336.1,1.4,51.72,DEG10020030,13
CEG0072,15926167,K01874,COG0143J,4254,NM_181356.1,0.15,100,14363_1,NP_612404.1,0,32.55,DEG10020031,13
CEG0334,15926168,K03424,COG0084L,17836,NM_022121.4,0.23,100,11621_1,NP_114415.1,1.00E-87,28.18,DEG10020032,13
CEG0162,15926176,K04042,COG1207M,10469,NM_001017392,1.6,100,13589_2,NP_068806.1,6.00E-130,23.27,DEG10020033,13
CEG0066,15926177,K00948,COG0462FE,15062,NM_001005183,0.29,95.65,02413_1,NP_002755.1,1.00E-139,45.51,DEG10020034,13
CEG0035,15926179,K01056,COG0193J,13856,NM_020817.1,0.043,100,12936_1,NP_001002913.1,4.00E-69,26.46,DEG10020035,13
CEG1917,15926183,---,COG1188J,17451,NM_001143757,0.3,100,,,no hit,no hit,DEG10020036,13
CEG0102,15926186,K04075,COG0037D,12360,NM_018212.4,0.099,88.89,19522_1,NP_001099048.1,7.60E-02,30.12,DEG10020037,13
CEG0137,15926188,K03798,COG0465O,15824,AK058073.1,0.63,95.65,04149_1,NP_003110.1,0,37.86,DEG10020038,13
CEG0059,15926194,K04567,COG1190J,4881,NM_004094.4,0.45,100,03249_1,AAG30114.1,6.00E-169,42.52,DEG10020039,13
CEG0781,15926202,K03696,COG0542O,2455,NM_004681.2,0.74,100,11560_1,NP_110440.1,5.00E-133,38.87,DEG10020040,13
CEG0438,15926205,K09698,COG0008J,9313,NM_031271.3,0.028,100,11174_2,NP_597708.1,0,31.02,DEG10020041,13
CEG0040,15926207,K01883,COG0215J,7763,NM_024537.2,0.027,93.1,07763_1,NP_078813.1,0,34.23,DEG10020042,13
CEG0086,15926215,K02867,COG0080J,18402,NM_001013659,1.9,95.24,14739_3,NP_733935.1,9.00E-56,43.97,DEG10020043,13
CEG0215,15926216,K02863,COG0081J,9378,NM_015409.3,0.013,100,14737_2,NP_064621.3,4.00E-83,22.22,DEG10020044,13
CEG0157,15926217,K02864,COG0244J,16372,NM_016952.4,0.037,100,02770_1,NP_004125.3,1.30E-01,35.06,DEG10020045,13
CEG0048,15926218,K02935,COG0222J,4544,NM_172166.3,0.11,100,03849_1,NP_002940.2,1.00E-35,32.84,DEG10020046,13
CEG0053,15926220,K03043,COG0085K,3773,NM_001001894,0.27,100,15943_1,NP_000929.1,2.00E-159,30.65,DEG10020047,13
CEG0098,15926221,K03046,COG0086K,9361,NM_006638.2,0.28,100,17879_1,NP_008986.2,0,26.25,DEG10020048,13
CEG0094,15926223,K02950,COG0048J,4889,NM_001037808,1.9,100,04316_3,NP_203527.1,1.00E-33,54.22,DEG10020049,13
CEG0028,15926224,K02992,COG0049J,8871,NM_005935.2,2.2,100,17601_1,NP_057055.2,1.00E-49,28.83,DEG10020050,13
CEG0083,15926225,K02355,COG0480J,10995,NM_017892.3,0.16,100,09413_1,NP_115756.2,0,38.36,DEG10020051,13
CEG0179,15926226,K02358,COG0050J,11222,NM_001007102,0.36,100,03861_1,NP_003312.3,1.00E-132,56.09,DEG10020052,13
CEG0378,15926266,K00625,COG0280C,3102,NM_005290.1,0.005,100,10400_2,NP_009119.2,5.60E-01,26.72,DEG10020053,13
CEG0815,15926281,K06885,COG1078R,16805,NM_022091.3,1.5,100,08418_1,NP_056289.2,8.00E-80,30.4,DEG10020054,13
CEG1725,15926283,K13953,COG1064R,932,NM_000875.3,0.3,95.65,00065_1,NP_000659.2,2.00E-105,30.43,DEG10020055,13
CEG0152,15926285,K01887,COG0018J,12711,NM_032156.2,0.5,100,00142_1,NP_002878.2,0,23.5,DEG10020056,13
CEG1673,15926338,K11631,COG1136V,7428,NM_015888.4,0.015,100,12400_1,NP_525021.3,4.00E-64,26.52,DEG10020057,13
CEG0807,15926360,K06153,COG1968V,19075,NM_001080437,1,100,02523_1,NP_004163.3,7.90E-01,24.24,DEG10020058,13
CEG1020,15926376,K00882,COG1105G,18104,NM_001010874,0.28,100,15222_1,NP_071411.1,2.00E-23,32.1,DEG10020059,13
CEG1216,15926377,K02770,COG1299G,9640,NM_018694.2,0.15,95.83,04516_3,NP_001128214.1,5.60E-01,22.52,DEG10020060,13
CEG0365,15926397,---,COG0488R,12400,NM_080282.3,0.57,95.65,12403_1,NP_005683.2,3.00E-115,29.55,DEG10020061,13
CEG0033,15926408,K00525,COG0209F,18997,NM_030647.1,0.65,100,01588_1,NP_001024.1,0,26.56,DEG10020062,13
CEG1950,15926425,---,COG1739S,12721,NM_030806.3,0.75,95.45,13739_1,NP_060909.1,3.00E-39,36.89,DEG10020063,13
CEG0054,15926430,K03070,COG0653U,10109,NM_001142616,0.012,100,09911_2,NP_689513.2,3.00E-03,24.29,DEG10020064,13
CEG0182,15926431,K02836,COG1186J,12326,NM_138326.2,0.3,100,17613_1,NP_061914.3,9.00E-119,36.9,DEG10020065,13
CEG0573,15926435,K03702,COG0556L,9251,NM_006618.3,0.6,95.65,10532_3,NP_001091974.1,2.00E-74,13.27,DEG10020066,13
CEG0783,15926436,K03701,COG0178L,11666,NM_020798.1,0.22,95.83,05829_1,NP_005436.1,6.00E-75,14.46,DEG10020067,13
CEG0428,15926437,K06023,COG1493T,16581,NM_001009997,1.1,100,09707_1,NP_057110.3,1.40E-01,31.58,DEG10020068,13
CEG1601,15926444,K09762,COG1481S,6668,NM_020665.4,0.072,95.83,09108_1,NP_004975.2,1,22.11,DEG10020069,13
CEG0061,15926449,K00134,COG0057G,14616,NM_001040412,1.2,100,00713_1,NP_002037.2,1.00E-147,44.94,DEG10020070,13
CEG0064,15926450,K00927,COG0126G,15856,NM_001135590,0.36,100,01393_1,NP_620061.2,0,42.65,DEG10020071,13
CEG0150,15926451,K01803,COG0149G,18854,NM_001030005,0.23,100,01833_1,NP_000356.1,6.00E-108,41.67,DEG10020072,13
CEG0069,15926453,K01689,COG0148G,13921,NM_172193.1,6.1,100,00573_1,NP_001966.1,0,49.77,DEG10020073,13
CEG0909,15926454,---,COG1914P,18465,NM_001013727,0.53,95.45,12421_1,NP_071941.1,5.00E-01,28.89,DEG10020074,13
CEG0343,15926458,K03664,COG0691O,8844,NM_000814.4,0.54,92.31,06104_2,NP_001010938.1,9.00E-01,44.83,DEG10020075,13
CEG0713,15926499,K02073,COG1464P,10793,NM_153235.3,0.97,100,11668_1,NP_060414.3,6.40E-02,27.27,DEG10020076,13
CEG2019,15926500,---,COG3237S,1551,NM_152724.2,0.21,100,15321_1,NP_689967.2,3.10E-01,30.95,DEG10020077,13
CEG0357,15926502,K09013,COG0396O,13495,NM_198506.2,0.9,100,06127_3,NP_115972.2,5.00E-65,22.92,DEG10020078,13
CEG0308,15926504,K11717,COG0520E,489,NM_000761.3,0.37,95.65,04597_1,NP_066923.3,6.00E-126,24.42,DEG10020079,13
CEG0413,15926513,K03644,COG0320H,15153,NM_016076.3,1.1,100,09514_1,NP_006850.2,4.00E-154,48.16,DEG10020080,13
CEG0243,15926551,K01810,COG0166G,13889,NM_053042.2,0.4,95.65,01394_1,NP_000166.2,3.00E-145,23.54,DEG10020081,13
CEG0416,15926564,K03695,COG0542O,12270,NM_001040020,0.79,100,11560_1,NP_110440.1,2.00E-121,37.46,DEG10020082,13
CEG0287,15926577,K02031,COG0444EP,12343,NM_001037174,0.33,100,08967_2,NP_997698.1,3.00E-76,19.26,DEG10020083,13
CEG0070,15926585,K01867,COG0180J,14788,NM_014342.3,0.075,100,05295_1,NP_056651.1,5.00E-152,35.19,DEG10020084,13
CEG0194,15926599,K00208,COG0623I,10147,NM_024989.3,0.23,100,07484_1,NP_066284.2,3.00E-68,23.11,DEG10020085,13
CEG0739,15926608,K02837,COG4108J,7271,NM_005128.2,0.12,100,09413_1,NP_115756.2,2.00E-171,26.32,DEG10020086,13
CEG0520,15926632,K01661,COG0447H,16668,NM_203395.2,3.8,100,16702_2,NP_001003894.1,1.00E-81,21.69,DEG10020087,13
CEG1225,15926646,K02827,COG0843C,9202,NM_004734.3,0.6,100,02469_1,AAK17573.1,0,40.24,DEG10020088,13
CEG0397,15926652,K01923,COG0152F,16417,NM_181265.3,0.053,95.83,01401_2,NP_001072992.1,1.00E-99,35.75,DEG10020089,13
CEG0608,15926658,K11175,COG0299F,8175,NM_152404.2,0.042,100,00716_4,NP_001129478.1,3.00E-72,29.12,DEG10020090,13
CEG0361,15926669,K11189,COG1925G,11679,NM_144574.2,0.076,95.65,03259_1,NP_003638.1,2.10E-01,34.29,DEG10020091,13
CEG0599,15926670,K08483,COG1080G,7311,NM_025243.3,0.52,100,03537_1,NP_009049.2,4.00E-01,25.25,DEG10020092,13
CEG0225,15926675,K12574,COG0595R,12829,NM_020199.2,0.033,100,13377_2,NP_115555.1,2.00E-52,22.35,DEG10020093,13
CEG0623,15926679,K00162,COG0022C,12144,NM_152281.2,0.074,100,02011_2,NP_898871.1,7.00E-131,41.23,DEG10020094,13
CEG0230,15926680,K00627,COG0508C,18766,NM_001024682,0.098,100,02010_1,NP_001909.2,4.00E-150,36.43,DEG10020095,13
CEG0142,15926681,K00382,COG1249C,17594,NM_022497.3,0.42,100,02006_1,NP_000099.2,4.00E-165,42.86,DEG10020096,13
CEG0606,15926684,K11072,COG3842E,15470,NM_022771.4,1.3,100,09790_1,NP_009099.1,6.00E-95,19.94,DEG10020097,13
CEG1256,15926690,K03322,COG1914P,7386,NM_207170.3,0.41,92.59,02601_1,NP_000569.3,2.00E-167,35.08,DEG10020098,13
CEG1446,15926694,K06207,COG1217T,13221,NM_145111.2,0.14,95.83,09413_3,NP_733792.1,3.00E-106,26.27,DEG10020099,13
CEG0184,15926712,K02911,COG0333J,16258,NM_180989.4,0.75,100,14752_1,NP_114109.1,8.50E-02,40.82,DEG10020100,13
CEG0011,15926722,K01889,COG0016J,18777,NM_001077528,1.3,100,09946_1,NP_006558.1,3.00E-87,30.66,DEG10020101,13
CEG0002,15926723,K01890,COG0072J,13857,NM_020827.1,0.18,95.83,09947_1,NP_005678.3,2.00E-131,22.43,DEG10020102,13
CEG1528,15926728,K07456,COG1193L,9815,NM_006476.4,0.71,100,03658_1,NP_002431.2,4.00E-107,23.94,DEG10020103,13
CEG0574,15926730,K03703,COG0322L,10139,NM_014982.2,0.54,95.65,09094_2,NP_877423.1,9.90E-01,26.88,DEG10020104,13
CEG0172,15926734,K01776,COG0796M,4661,NM_203487.2,0.95,95.45,09198_1,NP_004791.1,1.30E-01,24.64,DEG10020105,13
CEG1076,15926735,K01516,COG0127F,13557,NM_207359.2,0.17,100,08856_1,NP_258412.1,5.00E-82,27.75,DEG10020106,13
CEG0147,15926765,K01000,COG0472M,4917,NM_003423.2,0.073,100,01879_1,NP_001373.2,6.00E-39,28.13,DEG10020107,13
CEG0115,15926766,K01925,COG0771M,13389,NM_024808.2,0.1,100,12993_2,NP_001026894.1,1.3,27.27,DEG10020108,13
CEG0135,15926768,K03590,COG0849D,8151,NM_173812.4,0.11,95.83,06416_1,NP_060959.2,7.00E-01,31.34,DEG10020109,13
CEG0032,15926769,K03531,COG0206D,17923,NM_014039.2,1.4,100,03847_1,NP_004359.1,5.70E-02,25.88,DEG10020110,13
CEG0431,15926771,K06997,COG0325R,19400,NM_001098816,0.79,95.45,16060_1,NP_009129.1,2.00E-83,33.49,DEG10020111,13
CEG0071,15926776,K01870,COG0060J,19479,NM_001114734,0.84,92.59,13334_1,NP_060530.3,0,38.13,DEG10020112,13
CEG0388,15926784,K01465,COG0044F,10024,NM_017553.1,0.025,96,03914_1,NP_001377.1,8.00E-170,24.61,DEG10020113,13
CEG0165,15926794,K13038,COG0452H,6088,NM_001693.3,0.091,100,14377_1,NP_068595.3,1.00E-74,36.76,DEG10020114,13
CEG0305,15926795,K04066,COG1198L,17191,NM_014774.2,0.047,96,09918_1,NP_065916.2,7.00E-92,14.92,DEG10020115,13
CEG0258,15926803,K08884,COG0515RTKL,3972,NM_006256.2,0.01,100,02164_1,NP_003679.2,2.00E-95,16.39,DEG10020116,13
CEG0126,15926807,K02902,COG0227J,2436,NM_138923.2,0.053,100,18494_4,NP_789843.2,4,35.14,DEG10020117,13
CEG0219,15926812,K03621,COG0416I,16517,NM_024997.2,1.2,100,03371_2,NP_001035827.1,2.9,31.82,DEG10020118,13
CEG0144,15926813,K00645,COG0331I,5460,NM_003566.3,0.28,92.59,14786_1,NP_775738.3,5.00E-114,28.13,DEG10020119,13
CEG0004,15926814,K00059,COG1028IQR,9341,NM_006626.4,0.87,100,07484_1,NP_066284.2,5.00E-73,32.51,DEG10020120,13
CEG0302,15926816,K03685,COG0571K,6845,NM_001127715,0.055,100,10196_1,NP_037367.3,6.00E-81,29.18,DEG10020121,13
CEG0557,15926817,K03529,COG1196D,18206,NM_015028.2,0.27,100,09277_3,NP_001036016.1,0,24.98,DEG10020122,13
CEG0031,15926818,K03110,COG0552U,19433,NM_001039615,0.38,100,05330_1,NP_003127.1,2.00E-104,30.49,DEG10020123,13
CEG0134,15926820,K03106,COG0541U,10728,NM_080616.3,0.007,100,05330_1,NP_003127.1,2.00E-162,31.48,DEG10020124,13
CEG0096,15926821,K02959,COG0228J,16888,NM_018708.2,1.2,100,14778_1,NP_057149.1,1.00E-32,37.35,DEG10020125,13
CEG0034,15926823,K00554,COG0336J,12341,NM_015455.3,0.22,100,14820_1,NP_776169.2,2.3,28.57,DEG10020126,13
CEG0123,15926824,K02884,COG0335J,12286,NM_001135147,1.6,100,11370_2,NP_055578.2,9.00E-34,36.05,DEG10020127,13
CEG0227,15926826,K14540,COG1161R,11690,NM_022828.2,0.26,100,11602_1,NP_612393.2,4.00E-79,30.1,DEG10020128,13
CEG0160,15926833,K03168,COG0550L,13920,NM_016531.5,0.63,100,03145_1,NP_004609.1,0,25.56,DEG10020129,13
CEG1373,15926834,K04094,COG1206J,18380,NM_001012984,0.1,100,17611_2,NP_036255.2,4.00E-41,30.77,DEG10020130,13
CEG0026,15926839,K02967,COG0052J,11334,NM_173529.4,0.23,100,14203_1,NP_001005472.1,5.00E-75,22.73,DEG10020131,13
CEG0084,15926840,K02357,COG0264J,559,NM_001402.5,0.067,95.83,05285_1,NP_005717.3,1.00E-92,28.2,DEG10020132,13
